id,hop_index,split,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23,layer_24
5a84a7305542997175ce1f14-clean,1,test,0.2713716334734578,0.17781307351682643,0.13913560503003322,0.15918095679005323,0.7835256101809542,0.378270201353156,0.47071260171577534,0.5482735251018682,0.4345737009081629,0.47641690659311253,0.6669887296925637,0.7856376560407643,0.06807101913368929,0.24178079247340079,0.6196961567452548,0.5465070069093108,0.5105000985729035,0.5524766290094493,0.4966421977291103,0.461932103633831,0.4430906183218004,0.36998980668643117,0.36297785815892347,0.24066002999606725
5a84a7305542997175ce1f14-clean,2,test,0.1409873131003888,0.07947250455203826,0.09518153473950992,0.12454994497248482,0.9257844210138764,0.21420802145919188,0.2337693935395415,0.25730109229502685,0.16900335513601084,0.09883567573088621,0.07450680573462813,0.003456034920651308,2.6889873385180157e-06,1.4872415044795802e-06,0.0009138853125669893,1.7446032243746016e-06,0.021716726173524985,0.02205602801999362,0.020839980897709696,0.025010124044446178,0.051872138013925116,0.09462522713737866,0.12458905861237449,0.08939467986737235
5a84a7305542997175ce1f14-clean,3,test,0.2115027180853856,0.12592644344221365,0.16327740285355227,0.18360976855729588,0.8329636940326018,0.18993970423861106,0.27556247843569065,0.20280541853879439,0.18784516496377365,0.06170469696340693,0.0008784217181671058,0.0013965361440897927,0.00219549279890394,0.00054677234052858,0.014107865189449401,0.019342287229729402,0.051459547949244934,0.10512116161212505,0.1528569357414557,0.1278297945147758,0.06950939636812736,0.0948369007707224,0.07437778281386946,0.062156276834568105
5a84a7305542997175ce1f14-error,1,test,0.2713716334734578,0.17781307351682643,0.13913560503003322,0.15918095679005323,0.7835256101809542,0.378270201353156,0.47071260171577534,0.5482735251018682,0.4345737009081629,0.47641690659311253,0.6669887296925637,0.7856376560407643,0.06807101913368929,0.24178079247340079,0.6196961567452548,0.5465070069093108,0.5105000985729035,0.5524766290094493,0.4966421977291103,0.461932103633831,0.4430906183218004,0.36998980668643117,0.36297785815892347,0.24066002999606725
5a84a7305542997175ce1f14-error,2,test,0.1409873131003888,0.07947250455203826,0.09518153473950992,0.12454994497248482,0.9257844210138764,0.21420802145919188,0.2337693935395415,0.25730109229502685,0.16900335513601084,0.09883567573088621,0.07450680573462813,0.003456034920651308,2.6889873385180157e-06,1.4872415044795802e-06,0.0009138853125669893,1.7446032243746016e-06,0.021716726173524985,0.02205602801999362,0.020839980897709696,0.025010124044446178,0.051872138013925116,0.09462522713737866,0.12458905861237449,0.08939467986737235
5a84a7305542997175ce1f14-error,3,test,0.21140154115073737,0.12615384487172704,0.16506035757774642,0.18530655473793908,0.8594941598972312,0.19917453554440165,0.2865333418292964,0.21647721587173657,0.21293168975436072,0.0851626604397789,0.32514971137115317,0.08273769401867709,0.9845839469718743,0.9639796196345599,0.6931901197444976,0.8907125489136875,0.15419410591372984,0.2901132240427611,0.36272780199466204,0.5792383885110464,0.2997634106550151,0.32804987814947445,0.24309436804863088,0.1594714423383494
5ae480ea5542996836b02cbc-clean,1,validation,0.14891011990966124,0.1346920739482003,0.15858542486241475,0.1028327721222768,0.00040054080806508166,0.04351635028639523,0.05955289622142463,0.06520964132263521,0.09370137618832232,0.0955116538455036,0.0010034790000712829,0.004771281314256867,1.7516297629017738e-06,2.7436845992078486e-07,9.829286833515259e-05,7.382003069333588e-06,0.04458752053554163,0.05058463379676472,0.059069375848352076,0.0398221209896598,0.05013774031095286,0.04044484255800907,0.06509942295607306,0.04984559433875236
5ae480ea5542996836b02cbc-clean,2,validation,0.2816132121833528,0.19840975183862755,0.17946169064596557,0.1558488933375681,0.262437251227072,0.14694881874401353,0.20386218241676177,0.1675881526154302,0.1488018644068567,0.2327815343098931,0.047175887774709394,0.3213195552341986,0.00037572212703419663,1.322173797949344e-05,0.0027731174467785576,0.002108730050667229,0.1325957829023393,0.11743902147806053,0.15825410150130723,0.07061798321856187,0.10281847814200866,0.04777251782662083,0.05487639021299617,0.031351651564424605
5ae480ea5542996836b02cbc-error,1,validation,0.14285132526642716,0.12786486886029838,0.14861692554944297,0.0987222454948165,0.006843500367325012,0.09349188272550238,0.12806988014079487,0.11889430488417503,0.2026934398546124,0.2627063262777872,0.5979625742216248,0.5591301177830044,0.9995803666343618,0.957351952674568,0.8944326709229429,0.9849428417491327,0.6940116258023107,0.6909418398753518,0.6409000782581931,0.5198292527389676,0.5614254385698654,0.4465155147960692,0.4268069621512072,0.40870072160848986
5ae480ea5542996836b02cbc-error,2,validation,0.2805164781469882,0.1978897844228795,0.179068455287609,0.1544711180067777,0.3106870028538453,0.15232091871768572,0.21313514076102857,0.17107778911029126,0.15233675585450895,0.24380531310461317,0.07601953221552897,0.42118491007624614,0.0014385536681678925,3.79412513906957e-05,0.00787627057305527,0.009211663624261499,0.18159475494137298,0.19193092769720177,0.23968456841953373,0.12990922919251305,0.20579992710555442,0.10706244320511304,0.10939935039226936,0.08143909977054109
5a79c8c4554299148911fa4f-clean,1,test,0.399448124804621,0.17462543956249477,0.1652401494463897,0.18431305319042507,0.0005076977898966317,0.044267742897365875,0.06813002016273637,0.07775787499397344,0.07041228058048155,0.1296136151700684,0.02460197899553895,0.01954156606822438,0.010872339513647357,0.004003594694477449,0.01822026528716068,0.003809968116276519,0.0766975974394602,0.07478528098887312,0.13628462898686822,0.1329316839003426,0.24174054740260195,0.3727597260520723,0.5257700016634927,0.3272189645049314
5a79c8c4554299148911fa4f-clean,2,test,0.15868737888605927,0.04459512895069965,0.04686313245635709,0.0757725913356347,0.0002734090816815791,0.0508979074150197,0.03562073983933755,0.06034837131047919,0.06670137793834655,0.10395176669089153,0.00768536174605823,0.018677058638528008,6.631152716852857e-05,4.1925356763451554e-05,0.00807681352330533,2.0587305212657066e-05,0.013597244223691868,0.012170690613716777,0.02798457923019737,0.03674215538302336,0.10931283194488296,0.1561706821320462,0.31673641148450044,0.15266798430750791
5a79c8c4554299148911fa4f-error,1,test,0.38540590047809675,0.17910783285543513,0.14544881809566546,0.16832516122601288,0.07521858341444573,0.19844960239846793,0.2758164554746663,0.28515851261601277,0.19075811822796607,0.41625649443566876,0.5476765436433578,0.2844453932392331,0.5894636250936132,0.8782995238520407,0.74773382138376,0.8487171505269964,0.3269956625630961,0.36754828801046985,0.45443827530261116,0.4517032777752492,0.5235310878918893,0.5862384197119785,0.7731526361633999,0.6126327870699078
5a79c8c4554299148911fa4f-error,2,test,0.1555714364095535,0.040761967237797854,0.043390425656100386,0.07427203033843309,0.0006457569626123654,0.06324774004764609,0.04750251862086752,0.07580378620045866,0.08589129659445749,0.14046471198442978,0.028832986472204513,0.06466466914315738,0.0006556807400086418,0.00018387664699545908,0.026540940652552306,0.00011486878173589673,0.021892400737081347,0.01959763884412912,0.040458909244998106,0.06009402884251312,0.16313138517818282,0.2248404892669956,0.4755599451664459,0.2700135465175507
5ae0c2c355429906c02dab35-clean,1,train,0.26408581434866196,0.39767394285023133,0.4536915402711726,0.43058007269873005,0.24069795177686745,0.33115582069228755,0.3885809971966489,0.3535306014194863,0.3199458515293661,0.3725198248192009,0.05234272466066683,0.09556879277615336,0.0043609724881769575,0.0011118993359463052,0.011226930382162964,0.0012904476730918703,0.1826728849131031,0.19811335682457304,0.22019792001243751,0.17101157091747415,0.2067431788674806,0.1767702951207071,0.15937537879071945,0.15289104958781358
5ae0c2c355429906c02dab35-clean,2,train,0.18172462737802128,0.12650481542202424,0.07409841963422442,0.0698890743524111,0.00018494373055901104,0.014340024116398195,0.02575414440843203,0.027664246382122313,0.026899206565232724,0.014153112264257937,0.00021282526908709425,0.0002020133797761135,5.6637730608742684e-06,3.2422502163114175e-07,0.00023836327709297956,1.798650225083649e-06,0.019651035115965373,0.011745583262164518,0.015392208821460342,0.012476941625284989,0.02039478667218898,0.02656501662204547,0.04213460529475234,0.025591441963090007
5ae0c2c355429906c02dab35-error,1,train,0.2641078032401114,0.39730699928010693,0.4527688425816486,0.4289764885855137,0.6113001782785439,0.44764041105637803,0.4925488959944826,0.4583274299959612,0.42537103023475487,0.4868478014894647,0.9063698518572627,0.855391447304834,0.9999982858307067,0.9999811105093949,0.9970788608156065,0.9996808901877857,0.840523481834673,0.833894315011348,0.8081445354491054,0.7500195948426516,0.7050349783123865,0.6041298447016346,0.5529041500259304,0.48301536606632994
5ae0c2c355429906c02dab35-error,2,train,0.18155392602302192,0.12627946925328776,0.07403854704476341,0.06997187079728678,0.00020072800736564638,0.014561623430248204,0.026569842574667622,0.028171959528871946,0.027039784047826948,0.014831965726811029,0.0005416863539320173,0.0004262143227804628,2.2235410705050057e-05,2.786863499267517e-06,0.000807791700877768,1.239140602752959e-05,0.03911123590116598,0.028715261457838995,0.03284488535225223,0.02903543607770927,0.04398931039898019,0.05139949949804296,0.07651240695065,0.05037498801769312
5adf3b905542992d7e9f92fb-clean,1,test,0.17123167758885632,0.17971364542684648,0.2876174825704638,0.339183767527905,0.16184872615293758,0.13306755786508298,0.11975445838356093,0.11786652497387892,0.11114623940292435,0.2397154139611946,0.08490865331981937,0.086169217182854,0.0005483654842086699,0.000178032062194866,0.010331133923528295,0.0005348880741588651,0.08055257220952737,0.08071899899397098,0.08997861818865255,0.051258705898816675,0.08864843123847498,0.08877935133156153,0.08461717839979721,0.07467039603482573
5adf3b905542992d7e9f92fb-clean,2,test,0.14501595306646264,0.16437090204386157,0.14534637488629734,0.11057713090172147,0.012842591987858686,0.05117357505770146,0.06228257176113438,0.07226223880455214,0.041616806964198165,0.07647105772068934,0.007073525442881053,0.056487820403128164,9.835142782898442e-06,3.969097779142336e-06,0.009925815548157463,0.00898693799807036,0.08172151266887058,0.056388038045385336,0.07266422900167814,0.07410482745245833,0.07149147163155431,0.05761876789504148,0.05734786691572882,0.04534923748383619
5adf3b905542992d7e9f92fb-clean,3,test,0.16665659456082638,0.05299287768000855,0.05452691518232825,0.05043279479398404,0.03685639639401633,0.20057362241764426,0.18916897580138586,0.20739815061428268,0.19156709419660345,0.18855874254906707,0.05950881697387966,0.1346620206404335,0.0017685695752874756,4.1648546607031744e-05,0.008122268711687987,0.0027272388908414717,0.09322743123522667,0.13038456834462964,0.09275001847565484,0.13855523209777137,0.17649298630115307,0.11432564049304032,0.13075151037616534,0.096399600686331
5adf3b905542992d7e9f92fb-error,1,test,0.17139967861841768,0.17679572994819084,0.2867990364311696,0.3391323964679289,0.22765777560981934,0.14937574679034987,0.14044117802289122,0.13615729167378382,0.12480236738510854,0.2754857284374414,0.365024179690254,0.3156860225322113,0.999999930040375,0.999995188912013,0.9986913282918288,0.9999990660703584,0.9093940990115131,0.9456935941479903,0.9250247421209166,0.9457355011496565,0.9394008020020653,0.8701061476223235,0.8161285453336274,0.6915171466402031
5adf3b905542992d7e9f92fb-error,2,test,0.1450353591346858,0.1644574612428753,0.14549550053138696,0.11009113949565591,0.015258464587736425,0.05247560451111683,0.06470437755952492,0.07562746580810605,0.043502696802326137,0.07817670738818559,0.00850959770455059,0.06438442129705317,0.00018859767136507766,0.0004949445635443642,0.1686366959484178,0.5208991252286942,0.1977359835222408,0.1460850559050641,0.1752612217274221,0.23348108950884072,0.16942715630689067,0.12867566457428062,0.1225707868883589,0.08473233124591048
5adf3b905542992d7e9f92fb-error,3,test,0.1666606576458018,0.053101850445301024,0.05475938011816943,0.05037839592995751,0.03820997428503982,0.20120390139820396,0.19067481962195598,0.208704957513502,0.19296049424866926,0.19170235066198008,0.06399572143437061,0.1399757813408494,0.004102321261754936,0.00046683815189949284,0.020109688351202245,0.03214881464171926,0.1530537735354369,0.2380537697663162,0.14549127344392365,0.32113400723373847,0.3948869691865782,0.26075368011350414,0.28993184562810015,0.20741704421109242
5a8caa8c554299240d9c21c8-clean,1,train,0.2229125305040764,0.2401767491998481,0.25782969676130607,0.21103577685664673,0.021742877425622937,0.1762323911203879,0.15592138190825772,0.1517032942252966,0.11538265261599169,0.12384586163645254,0.019869883786805143,0.0319580121879554,0.0012898103139964332,0.0012324526997640228,0.015584722601828601,0.0014911716211996834,0.0983673285677324,0.08548356438314085,0.08330405200495843,0.10469009088694949,0.13988286749176837,0.15245880869014256,0.19198879855830886,0.21343634312115603
5a8caa8c554299240d9c21c8-clean,2,train,0.37611465412493383,0.40383297116461997,0.3865552877567797,0.3292326027561884,0.3272299693750875,0.3097280605393772,0.2903483641609093,0.25609872817204626,0.27534425326905426,0.25839658614053546,0.0384960967736883,0.09913327259412344,0.002125338162804171,0.0023514463701285117,0.020523733948892182,0.004007143025397675,0.13914437220309234,0.11549515592795172,0.1066534141247358,0.09622150413395682,0.1356598571579542,0.13599396957800067,0.14787115202304033,0.19220644818755034
5a8caa8c554299240d9c21c8-error,1,train,0.2229125305040764,0.2401767491998481,0.25782969676130607,0.21103577685664673,0.021742877425622937,0.1762323911203879,0.15592138190825772,0.1517032942252966,0.11538265261599169,0.12384586163645254,0.019869883786805143,0.0319580121879554,0.0012898103139964332,0.0012324526997640228,0.015584722601828601,0.0014911716211996834,0.0983673285677324,0.08548356438314085,0.08330405200495843,0.10469009088694949,0.13988286749176837,0.15245880869014256,0.19198879855830886,0.21343634312115603
5a8caa8c554299240d9c21c8-error,2,train,0.3758462003987818,0.4039707863102818,0.386229307104544,0.3305307498135331,0.6034564834149316,0.3759224193971124,0.36201650075130315,0.3565199702918284,0.4157906948795981,0.503494889327806,0.9643544988779993,0.9334231709917148,0.9999987523212555,0.9999913951056695,0.9911653442597054,0.9982463240240577,0.7421212454387076,0.643862172439439,0.5400516279020862,0.5091434156523417,0.49484772562173646,0.4277480941433729,0.40101092411435085,0.42237593099795034
5ac01be85542992a796dec8e-clean,1,train,0.171542693747141,0.12936558292595438,0.09849634082292341,0.11623834586116726,0.02685597839237839,0.08334867506875035,0.07681918585909737,0.14580881623189726,0.1134727972145296,0.08131728449950672,0.0015811025612426706,0.0028966577584643174,0.0006805087280572138,0.002385333803285524,0.02719820348634167,0.0011720483547485515,0.14468949545769694,0.13205047970529926,0.10968829785310726,0.08352645256042653,0.11949585143387624,0.17571560059762287,0.2245519282642976,0.2531591529072099
5ac01be85542992a796dec8e-clean,2,train,0.24323311850898804,0.30873406924641883,0.31604607344397556,0.2759473368238788,0.32195892178444924,0.27756120880200075,0.3760587285258051,0.46747334032134813,0.5103889027907382,0.557620335258326,0.16956984054189178,0.2603595357355162,0.0005240882258049529,0.004198741569571173,0.04652500237415673,0.017216858772949723,0.16504989490442357,0.15678670158195362,0.166213846714732,0.12303035273044244,0.14855378129821467,0.14951158890842636,0.1439845454520073,0.1309667039084891
5ac01be85542992a796dec8e-error,1,train,0.171542693747141,0.12936558292595438,0.09849634082292341,0.11623834586116726,0.02685597839237839,0.08334867506875035,0.07681918585909737,0.14580881623189726,0.1134727972145296,0.08131728449950672,0.0015811025612426706,0.0028966577584643174,0.0006805087280572138,0.002385333803285524,0.02719820348634167,0.0011720483547485515,0.14468949545769694,0.13205047970529926,0.10968829785310726,0.08352645256042653,0.11949585143387624,0.17571560059762287,0.2245519282642976,0.2531591529072099
5ac01be85542992a796dec8e-error,2,train,0.24347575193802912,0.31055821280598195,0.3175074628577244,0.2768373059314679,0.4567722297983913,0.3121187329503826,0.4125558810153322,0.5442331034311922,0.5537565307420867,0.6047446149156435,0.8148585567549684,0.7704640320862861,0.9952937933376297,0.9978270468593704,0.9414804542984437,0.9795375847703538,0.5211335653810923,0.4646290152787401,0.4407547607577979,0.416303159320907,0.4203873358584002,0.372809978117663,0.3307969587018332,0.2770785933461145
5ae69a455542996d980e7c48-clean,1,train,0.2764581536908037,0.2554168611419671,0.2240074342334157,0.2932337093796528,0.0878760862564891,0.1749938382045734,0.1975381290507937,0.24066256099918484,0.17324576783082196,0.1664373197919563,0.08626932952683415,0.10130512489775642,0.009082564040787625,0.009423546978797312,0.0779241237277825,0.009221313821305114,0.23753347172553405,0.23022315372390262,0.19164898321793752,0.190003391594424,0.19224614307842194,0.16014487395438834,0.21047605444423614,0.20429851908613691
5ae69a455542996d980e7c48-clean,2,train,0.21839748978673695,0.21863638811576236,0.2516111790992429,0.20035646309964814,0.07461950856584969,0.16485590135024902,0.13105091667504404,0.12501788132312064,0.1838200601383947,0.16562681825085043,0.002710616542187109,0.004280520462124353,0.007505649014673446,0.002863763995438154,0.01039498698511064,0.000423968867540008,0.09092165094319625,0.0827931618961105,0.10107580641329639,0.0967873189654802,0.13437462720215904,0.08685756349605205,0.1030853856614648,0.09667544310677512
5ae69a455542996d980e7c48-error,1,train,0.27666737138257785,0.2346265974943871,0.2041611378248728,0.2878393399155225,0.4520295415313146,0.2597955913904112,0.2808843528498921,0.3547453742948933,0.3037985485429883,0.33692160927053283,0.9512204179589255,0.9296568435486658,0.9999980693369055,0.9999921393863689,0.9983755364819986,0.9997653847083399,0.859912717659493,0.8564536618460891,0.782113570806879,0.7513338578735416,0.661328814577871,0.5714160852357371,0.6155973774990942,0.5684994568334636
5ae69a455542996d980e7c48-error,2,train,0.21778111982088907,0.21428319680541943,0.24913159229837162,0.1970993216362778,0.1475288728229092,0.1971500075442448,0.16138559540024758,0.1566066500819872,0.22033808621526585,0.21049050924347978,0.0046262884632558236,0.006958994555705826,0.010460031919399832,0.004642280470101767,0.021685117911035657,0.0014119262854139912,0.10980276859993773,0.10084654954975308,0.11909801275899144,0.12459520841891326,0.16374804728575737,0.11507898011725921,0.13497697991698282,0.11976235818721619
5add818c5542992ae4cec590-clean,1,train,0.3443958011231796,0.4484915960855263,0.4660795667425896,0.467220985230535,0.26184621221372484,0.3750266188660215,0.3403772667655549,0.33268066269113916,0.3593884650266567,0.3635525765900561,0.3340828272857718,0.3726272001878769,0.12089238660501754,0.12230183111579734,0.24818958419498913,0.1073337509258978,0.28377635722660194,0.28070609717669825,0.28345281697356467,0.297577620013364,0.30226371302923166,0.27491060913341214,0.29584594129338165,0.2422670996290277
5add818c5542992ae4cec590-clean,2,train,0.16109803299972303,0.15836514968580803,0.14107144861426116,0.1380523374937942,0.001546317511008655,0.11411849210894344,0.08524030685934698,0.07650436686673179,0.04092616047090513,0.028304458716453058,0.000864556471050058,0.0005371246886963878,2.4738785071563816e-06,7.094700394811629e-08,7.300149944948935e-05,4.195155430769848e-07,0.040932056433823895,0.04821580632192689,0.029631741044766367,0.02643631352459457,0.0373647057828428,0.061950576053841085,0.08280099975909723,0.11123294258442387
5add818c5542992ae4cec590-clean,3,train,0.1744713809408477,0.0704883365605208,0.0790973916103216,0.06826327718390358,0.001490893213752923,0.08166000614182002,0.09438567348355628,0.17079717345194118,0.1292331145351714,0.11396783094528176,0.01145469817854508,0.03682759383286961,0.003368799785320047,0.0037277223363210467,0.014035292905909937,0.009793664333930384,0.14715751686537829,0.15788181938370016,0.1466214372503727,0.14749632503786908,0.17358570157111647,0.16072379710506227,0.16733919987345866,0.1530097011616453
5add818c5542992ae4cec590-error,1,train,0.343833483779154,0.45024635469370167,0.47726441086298743,0.4811891591773552,0.7215188755773853,0.5234384262643421,0.46726085933660483,0.4348347033506657,0.4795955412696438,0.4830170646176667,0.7955402198227429,0.7402198457245013,0.8894553990288395,0.8845920644019389,0.740861423985212,0.9001030062305805,0.43030144926033936,0.41009065878029477,0.3888348476644944,0.4242635988729444,0.4069636343724376,0.38972453046501665,0.397745060402979,0.3117845394829102
5add818c5542992ae4cec590-error,2,train,0.1605767828179414,0.15817696878241747,0.1403935331310315,0.13869522827274167,0.0014058879035690626,0.11253267401697373,0.0868324214291558,0.078510037940227,0.039511031560412815,0.029022887781832818,0.0008512495147240897,0.0007641119210760714,6.453341534440948e-06,2.064935042016411e-07,0.00021093245949285906,1.5385959457302032e-06,0.05342646815272865,0.07066953162563043,0.04265065666048072,0.03965847800076563,0.05593559269389138,0.08531772624964522,0.10457490327426774,0.14253942546006051
5add818c5542992ae4cec590-error,3,train,0.17433733988356045,0.07045750059778086,0.07925285853570956,0.06854125049548107,0.0015662386007093386,0.08138784826376678,0.09521404056957898,0.17260312621867918,0.1293371525043832,0.11373388840505999,0.010950301632550986,0.03662995160045514,0.004009778467537289,0.005854265787042095,0.021442135361273096,0.01705154012358479,0.17405142565597825,0.1761039334528034,0.165155171587858,0.15991355602296772,0.175411772735578,0.16713334408573768,0.16715448747257294,0.14719742313098227
5a73249d5542991f9a20c63f-clean,1,train,0.23393427824104668,0.20853651616383642,0.22711672458979998,0.17889577656855768,0.006915375394294761,0.14095383719143775,0.14662717566912897,0.18614457399807566,0.16104890156862867,0.1309674534221643,0.09763316366562667,0.1539707127369538,0.0015756911391788305,0.0001736946679964672,0.008399242044387908,0.00017633392802939992,0.11925410572993783,0.09063047940596432,0.10400002912720009,0.10121216168971003,0.0994688829441964,0.11807675387337356,0.16471594193440411,0.19167561578426223
5a73249d5542991f9a20c63f-clean,2,train,0.21591510101588085,0.15909193049640583,0.15910145354293195,0.1750208147737945,0.06366830098211691,0.11387123888802884,0.11769637224335382,0.1243147771967402,0.08495787409938776,0.0482784644228206,2.0531890158796375e-05,0.0010922773115375004,0.0015076172783030522,5.406281211283221e-05,0.0018706541360456643,0.0005139487718687696,0.032341628758191375,0.035843405157237475,0.03154322265579673,0.03216783977415155,0.04794354587511683,0.060358574436538484,0.08061561663791049,0.08490075556779676
5a73249d5542991f9a20c63f-error,1,train,0.22339335993418363,0.23813634131725187,0.2590376662375058,0.23381937475144934,0.7746433575397486,0.4636948078714687,0.4569237404477889,0.38230790326159353,0.3779890376080933,0.41022377032584667,0.8829142129767943,0.8944625905700649,0.9833396487877244,0.9791107389289853,0.8827496861970712,0.9815639494646559,0.6050117103970057,0.5160684258232479,0.49501399922954814,0.4721442658940629,0.4180409057533491,0.5096355381262703,0.5668790535216572,0.5234572780503572
5a73249d5542991f9a20c63f-error,2,train,0.2276111345666025,0.1637155983574225,0.16968567141767635,0.1848164363567389,0.0427199298593249,0.11778150638994277,0.13677800048162136,0.1262583427609974,0.08491267218226534,0.050854751348827894,3.4392177982472224e-05,0.0012987215492682063,0.0005228042635500282,5.1329795249487426e-05,0.0012549650215421596,0.00011108965076660177,0.0403623696933703,0.05749068341741611,0.044918476275907775,0.06337894998406839,0.07746322929664183,0.11537377620264114,0.15307598125971428,0.14932709311512887
